data_hora,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2023-01-01 00:00:00,3,479.4750968930789,4.241789912069983,112.46714153011233,52.4567623105882,8.141295653105281,53.597204247395496,80.39580637109324,4.10141373416621
2023-01-01 01:00:00,3,371.62838201845204,4.276484305156512,111.91862717751009,35.9931227034638,0.12495432153818209,42.099295049917416,63.14894257487612,1.1836322144940425
2023-01-01 02:00:00,3,289.2834274164278,5.466370187949016,113.9768853810069,66.19928967517423,5.798938057255989,43.25529978042687,64.8829496706403,1.1958768726980145
2023-01-01 03:00:00,3,499.13409020382176,3.559267096208225,106.88093365869119,76.98599151410053,6.922553918376546,49.95882918795303,74.93824378192954,2.836100460111452
2023-01-01 04:00:00,2,404.24512698606077,7.927369942692357,67.65846625276662,88.48141254006686,19.294049421200306,34.97585163893415,52.463777458401225,3.9503137862620963
2023-01-01 05:00:00,2,322.53100306761695,6.3363873541523885,46.007995335897235,71.7586094946999,13.221581952149123,26.52653968100035,39.78980952150053,1.2977925845757325
2023-01-01 06:00:00,2,367.95104085607693,6.897557615389457,48.29212815507391,75.120737700385,10.871431830122805,34.56577786649453,51.84866679974179,1.0501716925544131
2023-01-01 07:00:00,2,324.7502150804089,2.310348002217636,34.373077102307164,68.67534921844197,2.5410112840531607,26.249220041136702,39.37383006170505,2.3698734966955497
2023-01-01 08:00:00,2,466.4915456889942,9.695752884813924,27.805256140650478,98.83888460901629,7.822086790256337,23.603863776642363,35.40579566496355,0.671023450058329
2023-01-01 09:00:00,3,344.74981245972384,6.601760977729654,53.77496534124869,40.88004552639266,0.7152870720073601,35.03163280614986,52.54744920922479,3.7390587378922033
2023-01-01 10:00:00,2,447.0585127943741,1.9719586453039162,65.36582307187538,41.30069444102067,15.233708369447353,32.73420194684479,49.10130292026719,2.8866546116222027
2023-01-01 11:00:00,3,452.0528893469012,7.5049024347103375,86.99333755890841,30.106691313748772,3.255534043874957,48.9405961950353,73.41089429255294,2.562706045444738
2023-01-01 12:00:00,3,447.2997013205745,1.737141032076227,109.91962271566034,58.85474606956259,11.888714018928022,44.03564869853306,66.05347304779959,4.3613170676004644
2023-01-01 13:00:00,3,416.6565837427023,0.6338489629950839,94.16846774264395,27.692936290473753,13.987830765126372,46.53518565450362,69.80277848175544,3.6628091231439597
2023-01-01 14:00:00,3,456.46331504227453,5.275533961458343,90.25082167486967,41.6117277518483,7.3301825541397125,49.24441069576012,73.86661604364019,0.7463489597853928
2023-01-01 15:00:00,2,316.16887388689076,5.535239541623472,86.02775980220125,58.614474301711326,12.651863041988836,33.921850494299875,50.88277574144981,2.102159092210788
2023-01-01 16:00:00,2,234.3989618425881,1.8896557473159858,59.87168879665576,96.60764927440138,15.284657232933652,31.244830759734484,46.867246139601725,1.6063527750286033
2023-01-01 17:00:00,3,452.73626131175433,3.48378944292159,51.491838231341774,97.10503950721339,3.682475902119764,36.158588433830325,54.23788265074549,4.010347190074691
2023-01-01 18:00:00,2,349.45052470620357,9.45769295678697,23.41975924478789,79.49921873092447,12.017206576749695,27.812150512091492,41.71822576813724,3.5951839208562744
2023-01-01 19:00:00,2,238.21280975835532,2.8500323208748988,12.575692797425157,51.140012926054794,14.677662708817378,17.91522983728635,26.872844755929528,2.360050439026656
2023-01-01 20:00:00,2,234.59375665460237,1.5556806076536867,47.15648768921554,89.21290187012369,7.140961788332518,25.473590838380364,38.21038625757055,4.118232544676542
2023-01-01 21:00:00,2,247.7727182029678,9.925619586654541,46.091601900523685,90.03646415261122,3.249823162330905,33.60715968181092,50.41073952271638,2.0503356900807
2023-01-01 22:00:00,3,425.29197790013177,3.0230553638046676,70.6752820468792,92.81579046372418,5.722320422488469,42.12033012697178,63.18049519045767,4.017760151494255
2023-01-01 23:00:00,2,413.25700203988436,6.802536731460787,77.40315323247637,71.20200385721704,18.66149333679658,32.397629227180936,48.5964438407714,0.16037447466014654
2023-01-02 00:00:00,3,261.14560405546496,2.3156018143926635,102.05617275474818,36.14342364863043,7.148959095318741,39.59728358159255,59.395925372388824,0.6730948827005084
2023-01-02 01:00:00,3,454.07702543293857,5.501211969863894,114.4104960863206,27.286461821654537,2.1540117551776405,50.449432235814186,75.67414835372128,3.7798720392662997
2023-01-02 02:00:00,3,284.38843865847343,3.8628198660961557,95.99006422577695,93.1820403232104,1.6545301529865775,46.943822434877546,70.41573365231632,0.571946214065841
2023-01-02 03:00:00,3,437.89567499448424,9.615792611591885,95.40761527806765,24.443688649728237,3.6099013148768755,42.12693915727002,63.19040873590504,3.418805202832104
2023-01-02 04:00:00,3,346.6417723204826,4.328058745504877,63.99361310081192,43.67120475503959,2.5502467137950346,37.594553030155325,56.39182954523299,3.617868990637697
2023-01-02 05:00:00,2,419.46460476156983,5.8417418418172415,45.432427407456274,58.95694136301897,9.900873199142726,25.07904518804997,37.618567782074955,3.3109767859396078
2023-01-02 06:00:00,2,314.41629892206976,9.447662659001471,26.48293387770603,21.758135429878067,6.951028883512178,12.37141216794313,18.557118251914694,4.09116062602767
2023-01-02 07:00:00,2,304.14217912843276,9.89234299937955,45.221511655867445,92.5529806942595,16.828113093665284,26.44694813509725,39.67042220264588,2.5580853506068197
2023-01-02 08:00:00,2,452.40787968779966,1.016583640049965,32.36502775262066,42.9696795897788,17.621570648624353,25.025669058351703,37.53850358752756,4.4851853136174045
2023-01-02 09:00:00,2,210.5906763542209,8.34320712042389,37.77225561583003,22.28038391364602,9.465587757755596,24.952476885266726,37.42871532790009,2.847481138352373
2023-01-02 10:00:00,2,492.4210841772522,3.821164941872488,78.22544912103189,99.48719977812148,17.77054209129189,32.674618418012145,49.01192762701822,2.5393648436503553
2023-01-02 11:00:00,2,394.45386747961203,5.948287062056128,79.44219859490076,44.91145446540123,9.009232774620198,29.75441469907614,44.63162204861421,2.5469365494752116
2023-01-02 12:00:00,3,329.74501645983264,3.750480789552455,109.58863595004756,90.14119259882983,12.83924247890717,45.30614676317478,67.95922014476217,4.560411087423086
2023-01-02 13:00:00,3,388.41635934512755,4.011162056547923,93.70456895042418,56.27795631367047,3.2506966529550163,47.599649543375975,71.39947431506397,1.2184801789338195
2023-01-02 14:00:00,3,236.82228393769483,1.5885753598511154,94.21813951101569,73.05007208439991,1.0516512364375097,49.54642905037312,74.31964357555968,3.4751772118560154
2023-01-02 15:00:00,3,354.21573658806426,5.727664584278659,93.61924745330221,39.28721196298838,3.201703528095947,49.02434115668294,73.5365117350244,1.2130789408249325
2023-01-02 16:00:00,2,495.5286570019393,5.467159459447247,77.3846657999541,60.230026158161756,5.036904716908128,34.135852064243466,51.2037780963652,0.4608748927388695
2023-01-02 17:00:00,2,270.58083135401205,1.8935578853839985,50.06304771728874,40.61209539400216,15.019637860806906,24.2503826970348,36.3755740455522,4.7687193881662004
2023-01-02 18:00:00,2,416.6834297109048,5.417304293339415,31.343517176117594,96.08671050120829,3.4701048492294118,26.886228227734755,40.32934234160213,0.6486268977791471
2023-01-02 19:00:00,2,330.49141274951023,9.73101882631086,23.687692854885185,24.875632993299703,2.613093910720641,25.281807914455182,37.92271187168277,3.430966257736872
2023-01-02 20:00:00,2,395.7374445463861,7.144085958537897,17.714780096325725,41.973914200387796,18.55218758258897,22.315282054900205,33.472923082350306,2.1227936294193017
2023-01-02 21:00:00,2,261.4661686075326,4.809825595833519,41.15092282144195,91.4487101239903,13.77604844687884,17.274960475243766,25.91244071286565,4.185506833151248
2023-01-02 22:00:00,2,341.1394947852807,9.160839855813753,65.3936122904021,58.4028766005827,9.46611171456561,30.2836607627033,45.425491144054945,3.8660109151852904
2023-01-02 23:00:00,3,494.02781415778253,5.753143565053058,102.22185735680009,68.0067289523336,1.8993678643151712,45.51811325561013,68.2771698834152,0.7188421227236624
2023-01-03 00:00:00,3,258.58614530480287,1.3504799872780338,110.93618289568461,72.13546971965141,17.035818231427125,50.71694584185752,76.07541876278628,2.339083720606128
2023-01-03 01:00:00,3,390.9335083546271,5.475096478124564,95.6708686355946,25.67420094188507,2.1651686157772887,47.53779740369082,71.30669610553622,0.13766140862738308
2023-01-03 02:00:00,3,372.67932463003865,1.809731153658678,110.74083969394792,21.419099272686807,12.220930634857115,48.943519519594574,73.41527927939185,2.147617570320319
2023-01-03 03:00:00,3,369.515475887121,7.675048387476743,87.79981229044776,95.02728413690453,13.353529852429737,42.99386271982551,64.49079407973827,3.50107911129887
2023-01-03 04:00:00,2,384.53698689548514,9.671742142947084,63.230779996940385,41.72022762375046,8.002776102999745,34.39356129088763,51.59034193633145,1.1607810699105854
2023-01-03 05:00:00,2,350.67139210646843,3.6081858454333027,54.46612779379772,50.42504883484231,18.224334500091505,34.76793520923173,52.1519028138476,4.050167032988222
2023-01-03 06:00:00,2,205.0792250772974,4.349178801251945,42.80999522495951,74.56745365788396,1.014012234180388,29.40732682494241,44.11099023741362,0.2658241309690318
2023-01-03 07:00:00,2,470.02904343893533,4.214964668386301,36.01153100194006,38.904310165817705,16.362338115973785,26.132147600818453,39.19822140122768,0.17283181080093524
2023-01-03 08:00:00,2,448.09364824520924,2.852999757948819,24.107824767773614,78.64570961340146,11.075887965163995,20.89050343464518,31.335755151967767,0.13726274030680163
2023-01-03 09:00:00,2,252.2503042763364,7.9417996487863105,45.25724114687689,56.6593745730616,12.224074488152317,28.98362946927547,43.475444203913206,1.4001343578009162
2023-01-03 10:00:00,3,323.98195321366074,6.177283327469959,73.31263431403563,88.52878442299128,19.736511249647005,39.416747188407065,59.125120782610594,2.3355290432549793
2023-01-03 11:00:00,3,431.1646942080704,0.6405155685655961,101.40608636583457,42.28325086123859,11.652956062356452,46.75920285424067,70.138804281361,0.5372350613492249
2023-01-03 12:00:00,3,494.0186946161853,8.388063350231356,102.7082576215471,36.305798437063885,15.940559711247861,47.7166093781904,71.57491406728559,4.98371797445453
2023-01-03 13:00:00,4,485.3411139325359,1.8708823115320727,111.44468042258377,86.53506830998977,3.070615314395415,55.14701343353106,82.72052015029658,4.997805407500692
2023-01-03 14:00:00,3,469.80775990285224,9.79151161709121,96.43665025993971,46.106085199426694,16.185791842196355,45.25681469171485,67.88522203757228,2.599011830728145
2023-01-03 15:00:00,3,247.51216918974188,3.7666313900256574,79.68856885380427,52.949491680040396,15.221458144483329,35.66157805377549,53.49236708066324,2.84004767364752
